label,statement,length,sensationalism
mostly-true,say massachusett governor mitt romney condemn coal fire plant say kill peopl,76,0.030969703547370164
mostly-true,colleg tuition rate texa jump sinc,34,0.0
true,sever elect state offici open home children need love famili,60,0.004121495002421094
false,rhode island one six state use e verifi,39,0.005393263297205575
barely-true,know feder data stop apprehend one four illeg peopl cross border,64,0.0
barely-true,john mccain given errat inconsist answer troop return iraq,58,0.0
barely-true,say sign legisl lead texa abort clinic close,44,0.0
pants-fire,hillari clinton agenda relea violent crimin jail want relea,61,0.0
true,youv got day new senior babi boomer becom elig entitl program,61,0.0
barely-true,say economist harvey rosen martin feldstein said pay mitt romney tax cut would requir larg tax increa famili make,114,0.0
half-true,say mitt romney put plan parenthood state medic board fail put pro life group board,83,0.003156075985446538
true,three court found new health care law constitut two found unconstitut,69,0.007635575547830231
half-true,hous price drop month prior barack obama take offic stabil theyv flat sinc presid came,86,0.013919350900575167
mostly-true,cant bring ipad piec paper pencil wisconsin assembl galleri take note go bring gun,87,0.00743386583777661
half-true,passag clinton budget bill led enorm flower economi america,59,0.0
mostly-true,say tore hundr abandon home serv crime reduc valu neighborhood,68,0.011643827619146285
half-true,compact fluoresc light bulb toxic environ friend,52,0.0
false,propo mine northern wisconsin would built without govern oversight nine mile long,82,0.0
true,say car insur rate decrea sinc decad ago market base solut attract auto insur new jersey,89,0.014699698815173523
true,moment energi compani spend percent rd,38,0.0
half-true,ohio probabl top five countri sad term heroin overdo exceed car accid caus death ohio,86,0.0
mostly-true,u militari countri base around world,36,0.0
mostly-true,russian didnt wear uniform came ukrain,38,0.0
mostly-true,say illeg immigr get break univ texa tuition four year,57,0.0
true,rick perri doesnt think feder minimum wage,42,0.0
true,sinc took offic wisconsin rank th nation total busi establish growth compar th year mari burk commerc secretari,111,0.0
barely-true,truethat know isi present ciudad juarez mexico,46,0.0
half-true,home mortgag deduct wide thought middl class benefit percent goe peopl make quarter million dollar year,103,0.0
barely-true,real result term georgia lowest tax per capita state,52,0.00473475215040442
half-true,black scientist countri dont come school like univ texa come lesser school,77,0.0
true,democrat say chafe want tax equip enabl amput veteran drive,60,0.0
mostly-true,even high estim ear draft health care plan less trillion cost bush tax cut,76,0.0
half-true,bill mccollum cost rest us billion member congress includ nation debt skyrocket trillion,88,0.0
pants-fire,white hous live video feed benghazi attack occur,48,0.05963635984070281
pants-fire,say pro stimulus economist admit work,37,0.0
true,say donald trump ask would defend alli said well first hed want know made payment us defend,91,0.006758596120700844
true,tourism brought billion dollar support job state new jersey,59,0.014888472781884987
true,florida th per capita spend mental health care,46,0.0
barely-true,say presid barack obama presid job go oversea seven year,56,0.0
mostly-true,ocean becom percent acid,24,0.0
barely-true,book littl red ride hood someth ban america assault weapon,63,0.027341002228234657
half-true,thoma jefferson creat marin islam pirat happen,46,0.018807333068193155
barely-true,nation food suppli percent safe,31,0.0
true,oil spill claim file floridian percent paid,43,0.0
true,rhode island today percent household either dont bank account bank account theyr still reli high cost financ servic like payday loan pawn shop check cash,154,0.0
half-true,whole food system countri genet engin test health consequ food,62,0.01035144644029995
false,despit may heard wisconsin financ wisconsin track budget surplus year,69,0.0
mostly-true,weve save million health care cost milwauk counti,50,0.0
true,say everi statewid candid draw percent vote republican texa primari result runoff,81,0.0
true,say member militari sent campaign contribut theyv sent presid barack obama twice theyv sent republican presidenti candid,120,0.0
pants-fire,congressman robert hurt plan cut educ percent,45,0.0
half-true,say famili buy product privat compani clear beyond deleg power u constitut,74,0.0
mostly-true,feder health care law rai tax cut medicar,42,0.012624231209053427
true,presid ad close troop last year sinc came offic hear ad,61,0.0
half-true,veto billion spend lawmak cut tax small busi texa job creation nation five best hous market right texa balanc five state budget cut state spend,143,0.017948607355497193
false,say presid barack obama rai tax,32,0.0
true,saysdonald trump call pregnant employ inconveni,48,0.0
barely-true,everi month get report bureau labor statist say even peopl given look work,74,0.0
mostly-true,mccain oppo repeal death tax,29,0.0
half-true,say sign post project fund feder stimulus act cost million dollar,65,0.0
pants-fire,amid crisi southern border report illeg migrant carri dead disea ebola virus,77,0.0
mostly-true,say equiv cost singl mile freeway bike infrastructur,54,0.0
half-true,debt ceil surpass nation go default suggest,43,0.0
false,chris christi talk job creation dont see job creat state,56,0.004276528018128389
half-true,take fifth amend deposit columbia hca hospit chain found mean truth answer question rick scott ask would incrimin,113,0.0
true,scientist engin per squar mile anywh world,44,0.0
mostly-true,defen depart receiv one half percent near trillion dollar stimulus packag fund,79,0.0
mostly-true,wisconsin governor propo tax giveaway corpor,45,0.0
barely-true,bike lane sidewalk proven reduc crash percent austin street,59,0.0
false,everi illeg immigr elig earn incom tax credit without pay dime,62,0.0
barely-true,look defen spend rest world combin,35,0.0
false,navi bring charg navi offic shot chattanooga shooter illeg discharg firearm feder properti,90,0.0
half-true,say mitt romney governor massachusett th job creation,53,0.0
true,hottest year record come last year,34,0.0
barely-true,say daniel webster use taxpay fund build lobbyist loung,55,0.0
pants-fire,say cent everi dollar play repr million dollar return oregonian everi year help support job creation school state park watersh,128,0.008888753399613036
mostly-true,got million job,15,0.0
barely-true,say wisconsin suprem court justic david prosser prejudg matter like come court,78,0.0
mostly-true,say hillari clinton sent memo state depart staff said state depart busi person email,84,0.00685196177077485
pants-fire,bill white presid construct may world largest abort clinic,58,0.0
pants-fire,politifact oregon gave rob cornil pant fire claim tax fee,58,0.028513913825156
mostly-true,governor cut billion spend,26,0.0
half-true,one three american women abort time reach age,45,0.0
barely-true,ann kuster turn blind eye need fund vote fund nation veteran low incom women children fda nation institut health,112,0.0
barely-true,one person fire veteran administr withhold servic,49,0.036903428689529005
mostly-true,current almost percent peopl hiv diagno alreadi develop aid year first infect hiv,82,0.007135030491013494
barely-true,obama propo pay increa activ duti militari lowest sinc lower pay increa welfar recipi,88,0.0
barely-true,trump refus denounc kkk,23,0.0
barely-true,say barack obama broke decad old polici negoti terrorist,56,0.0
half-true,year born time becam governor averag two year increa minnesota state spend percent brought dramat percent per year,115,0.0032913361747816117
mostly-true,corpor tax soon highest industri world,38,0.0
false,lincoln fervent make plan send freed slave jungl central america civil war thing kept happen assassin,101,0.008714682334662216
false,semi automat weapon whether pistol rifl design use militari battlefield,71,0.013637270439307625
false,herman cain pro choic candid,28,0.0
false,subsidi oil gas compani make percent feder subsidi cut oil gas subsidi would save u govern billion everi year,109,0.0
true,say elect would first mayor live east nd,40,0.011213739406300438
mostly-true,mitt romney first massachusett politician run presid win new hampshir primari generat,85,0.00893643377067066
true,stimulus million dollar went build bigger better airport town ouzinki alaska popul,82,0.0
half-true,would receiv citat take dildo class univ texa,48,0.0
mostly-true,african american age real unemploy rate percent,47,0.0
half-true,weve seen manufactur job creat sinc ive presid anytim sinc fact,68,0.0
true,presid obama broken pledg american peopl transpar throughout health care reform negoti,86,0.0
false,obama administr give pennsylvania million pay health insur plan cover legal abort,81,0.0
pants-fire,abort second conduct surgic procedur countri,44,0.0
true,new orlean near percent kid charter school,42,0.0
false,steel industri produc much steel unit state ever need one tenth worker use,74,0.003032351069550021
mostly-true,want see job ive save creat storm help creat go anywh ohio,60,0.025725717551301486
true,austin largest citi u texa geograph repres citi council,58,0.0
mostly-true,stood nation guard reserv kept stand till receiv health care deserv,67,0.0
true,donald trump tax plan percent singl parent would see tax go,59,0.0
barely-true,year chemic came market four regul,34,0.024610842799018262
true,coal reserv unit state oil reserv saudi arabia,46,0.0039008002973671685
false,half peopl would tax millionair surtax fact small businesspeopl,63,0.0
half-true,say senat minor leader mitch mcconnel block senat time,54,0.0
true,mental health provi relat mass shoot got vote senat,52,0.0
mostly-true,young women today metropolitan areaswho childless singl earn childless singl young male,87,0.0
half-true,say virginia save million rebid metrorail construct project exclud guarant union contract,90,0.0
half-true,work hard money paid tax earn indiana republican congress candid todd young want tax spend,93,0.0
mostly-true,term wealthiest american lowest tax rate sinc,45,0.0
false,one thought could get bipartisan bill medicaid pass florida senat,65,0.0
pants-fire,inch away longer free economi,29,0.0
half-true,florida elect offici request resid submit proof citizenship backdoor poll tax,77,0.0
barely-true,romneycar cover abort illeg immigr public option obamacar,57,0.0
barely-true,singl republican candid announc potenti clear consist support path citizenship one,82,0.007671881196047559
mostly-true,obamacar carri even govern shutdown,35,0.0
false,atlanta public school crct test given strictest secur possibl,61,0.0
false,say barack obama promi gasolin gallon,38,0.0
half-true,even syrian troop began shoot protest street live ammunit clinton label bashar al assad reform,94,0.014202209281984568
barely-true,mayor south pasadena actual reduc properti tax collect,54,0.0
true,say u rep paul ryan attack presid amount medicar save ryan budget,65,0.0566349633351797
true,lose almost state job,21,0.00813167228672751
mostly-true,percent u illeg immigr came airplan legal visa overstay visa never gone home,76,0.0
barely-true,obama administr spent money cash clunker program space program,62,0.0
pants-fire,wikileak also show john podesta rig poll oversampl democrat voter suppress techniqu,83,0.0
true,florida conceal weapon permit state,35,0.029375184281732025
barely-true,say hillari clinton told daughter govern offici benghazi terrorist attack tell everybodi el video,98,0.04818992206532535
barely-true,googl search spike suggest mani peopl dont know vote brexit,59,0.0
mostly-true,got letter peopl said want money back never gave penni,54,0.0
pants-fire,scott walker incom tax plan tax hike increa tax near peopl state,65,0.004319558837467707
barely-true,gov kitzhab oversaw creation oregon driver card law behind close door without allow input citizen repr public interest,120,0.005532006829019442
false,energi bill big step backward path clean renew energi vote,58,0.0
half-true,regist republican move texa everi day,37,0.0
half-true,say art tax would provid fund certifi art music teacher everi elementari school serv portland resid,99,0.0
half-true,everi year averag woman lose around wage gap amount vagina tax work career,74,0.0
true,say abort decrea,17,0.0
true,abraham lincoln jump window illinoi legislatur order deni quorum,64,0.0
pants-fire,fail buy health insur obamacar face threat jail time,52,0.04845632242497577
mostly-true,sinc decemb florida creat new job,33,0.0
pants-fire,peopl wash car home use approxim percent water car wash,55,0.0
mostly-true,u court appeal fourth circuit compar health care law buy pepperoni ham pizza domino pizza hut,93,0.004785398840104205
false,choo texa hous speaker,23,0.0
true,flunk c bar exam,16,0.0
mostly-true,new health care law million young adult coverag,47,0.010562139939493065
mostly-true,pennsylvania lost percent manufactur job sinc harrisburg lost percent manufactur job sinc,89,0.0
true,farouk fire,11,0.05378480826750509
barely-true,say patrick murphi name one america least effect congressmen,60,0.0
false,obamacar add trillion deficit nation debt,41,0.0
pants-fire,frank hillari clinton doesnt well women,39,0.0
false,say democrat u senat candid russ feingold vote time rai tax,60,0.0
false,gun industri isth busi america wholli protect kind liabil,57,0.010041516735304623
true,teller paid kickback direct elder consum safe deposit riski one,63,0.0
half-true,say peter defazio vote nanci pelosi percent time,48,0.0
barely-true,peopl town vote cut medicar spend peopl vote favor obamacar fact,69,0.0
half-true,america never made gut intellig servic bill clinton think former cia director georg tenet word bill clinton gut american intellig,129,0.0
true,say barack obama didnt keep promi immigr bill first year,57,0.01217683323094687
barely-true,ear level govern consum percent u economi number risen percent today trendlin cea point free economi,103,0.0
true,hillari clinton actual differ john mccain argu except tortur chang posit,72,0.0
true,hole earth go dug propo gogeb mine bigger entir district,62,0.0
false,health insur compani make record profit right,45,0.0
mostly-true,everi th dollar spent social secur administr program poor wast fraud cant valid peopl gotten total billion year,111,0.0
barely-true,say bill clinton gave speech iraq wmds said need regim chang even though everyon blame thing georg w bush,105,0.0
half-true,governor given us continu balanc budget without rai tax,56,0.0
false,presid obama say success result govern hard work peopl said youv got busi didnt build somebodi el made happen,110,0.0
mostly-true,say thom tilli refus say combat isi,35,0.0
false,fox admit lie first amend right lie delib distort news report public airwav,77,0.006574346410062826
false,idaho republican led state nation chose partner presid obama creat state base marketplac afford care act,104,0.00646315656996288
mostly-true,feder investig found compani david perdu ran discrimin women paid less men work,79,0.0
half-true,say weve accomplish balanc two budget without rai tax weve creat new privat sector job weve made govern smaller,112,0.0
mostly-true,farm bill aprovi would mani way reduc deficit,46,0.0
pants-fire,nobodi invit us obama event atlanta,35,0.0
false,state trooper year forc get year trooper minut forc,51,0.0031242636167806426
true,third texan enrol colleg graduat,32,0.0
mostly-true,last decad floridian salari shrunk substanti adjust inflat,58,0.0
true,congress shovel billion troubl asset relief program billion spent without purcha toxic asset,93,0.0
barely-true,say bill nelson cast decid vote obamacar cut medicar spend billion let unelect board decid get cover,100,0.0
true,christma tree grown state,25,0.005820491450491683
barely-true,barack hussein obama forc christian organ pay abort,51,0.0
true,tim kain governor propo tax increa peopl earn littl,53,0.0
barely-true,held recent econom dialogu china agr differ thing includ wildlif traffick volcano research none plus point agreement address cybersecur,136,0.0
half-true,say u borrow cent everi dollar washington spend today half come countri like china,82,0.0
false,barack hussein obama forc christian school hire non christian teacher,69,0.0
barely-true,obama promi tax small busi senior life save famili,51,0.0
false,ear date florida presidenti primari,37,0.0
barely-true,alex sink first offici said bp pay million ad campaign promot florida tourism,77,0.008146681173317849
false,say drug dealer overdo purpo avoid prosecut,45,0.015975857315946196
mostly-true,texa experienc fastest popul growth countri ad peopl day,56,0.0
pants-fire,month offic presid barack obama travel around globe apolog america,66,0.0
false,averag cost health insur florida went month individu month,58,0.0
half-true,health care plan cost billion first year paid save,50,0.013283989898993931
half-true,georgia lost percent job pay year ad percent medicaid roll recoveri,67,0.0
half-true,orlando shooter use weapon war,30,0.03643340482227031
true,say ohio job train program spread across state agenc,52,0.004618647838217527
false,five guantanamo detain swap bow bergdahl right back battlefield,64,0.0
true,clinton said great thing nafta start run presid,47,0.0
true,member militari dont contribut toward pension,45,0.0
barely-true,radic islam terrorist hillari clinton wont even mention word,60,0.019540560606396085
barely-true,gov romney health care plan massachusett requir law repr plan parenthood sit masshealth advisori board,104,0.006395572511460501
half-true,citi atlanta overbuilt hous,27,0.0
false,earmark stimulus bill,21,0.0
false,eight year barack obama came along didnt success radic islam terrorist attack unit state sinc sept,98,0.06779810395275565
half-true,say new jersey lost privat sector job democrat increa tax fee regul state spend,80,0.0042490559931289695
mostly-true,forti five percent whove unemploy theyv unemploy six month longer,65,0.0
half-true,obama administr polici reduc minor dropout rate percent,55,0.0
half-true,say administr balanc two budget billion deficit without rai tax,64,0.0
barely-true,everi student succeed act away basic common core,48,0.0
true,say senat candid kati mcginti made thousand compani previous regul,66,0.0
barely-true,congress presid obama accumul debt sinc took offic total amount debt accumul first year unit state exist,104,0.009702338617301298
mostly-true,say hillari clinton tripl number peopl aid whose live save cost money,69,0.0
true,florida rank last ratio employ resid florida dead last nation state employ payrol expenditur per resid,104,0.0027899799518225077
barely-true,presid barack obama fiscal year budget propo couldnt get support either parti hous senat,89,0.008363211735506582
false,everi engin manufactur unit state state texa,44,0.010834476582140096
barely-true,wisconsin embroil constitut crisi brought democrat senat flee state illinoi block gov scott walker budget repair bill,117,0.00303267817796804
false,islam state attempt attack fort knox,36,0.0913319436919664
half-true,thank polici first time state histori put million dollar raini day fund consecut year,85,0.012921491131226648
half-true,say loi frankel took percent pay rai mayor west palm beach lost job,68,0.0
true,undocu immigr pay billion tax everi singl year,46,0.0
false,averag student come colleg hundr thousand dollar debt,53,0.0
half-true,say gop congress candid scott jone want build wall want round peopl deport folk,82,0.0
barely-true,say austin mayor steve adler transport plan link proposit ballot remov mile traffic lane around citi replac lane dedic usag bicycl buse,135,0.0
pants-fire,million peopl could lose current coverag includ senior citizen medicar,70,0.0
false,fulli inflat tire step everi expert say would absolut reduc oil consumpt percent,80,0.0
pants-fire,buehler elect vote mail system would risk,41,0.01407483367786444
pants-fire,lindsey graham endor char crist u senat,42,0.0
half-true,sinc took offic januari creat rhode island base job,51,0.0
mostly-true,tenness appeal court judg select hand parti offici nashvil system merit select put effect,91,0.00823934833995943
false,next two year billion deficit cost individu wisconsinit famili four,67,0.0
false,say new figur relea show wisconsin job gain final job number,61,0.0
half-true,sen mcconnel say job bring job kentucki,39,0.0
mostly-true,say forc washington open arctic ocean oil drill,47,0.0
pants-fire,new food safeti legisl regul backyard garden,44,0.0
mostly-true,bipartisan payrol tax cut champion white hous meant averag famili extra pocket year,83,0.0
true,accord center disea control prevent cdc american averag die drug overdo everi day over drug overdo death outnumb death firearm,131,0.017583096763591377
mostly-true,unit nation conduct success peacekeep mission negoti,52,0.0
barely-true,insur risk corridor arent go broke like republican predict,58,0.0
mostly-true,ripta realli fullest buse transit agenc size around countri,59,0.0
barely-true,say michael cargil arrest incarc bell counti,46,0.0
barely-true,although democrat repr florida district district receiv percent stimulus fund,79,0.0
barely-true,everi one feder judg consid issu gay lesbian right sinc last june rule marriag constitut right depriv individu citizen right base sexual orient,143,0.0
mostly-true,obama administr cut tax small busi time,39,0.0
half-true,one four young peopl say victim date violenc,44,0.0
false,everi republican senat candid announc whether support senat take suprem court vacancyexcept congressman heck,108,0.0067644635996991775
barely-true,say democrat oppon republican stand us,38,0.0
barely-true,say governor utah work state legislatur creat flat tax cut incom tax percent,76,0.0041142559636114795
true,health care plan member congress better janitor clean offic,59,0.0
false,thing except witch trial virginia alway first,45,0.009528880270770812
half-true,union rule cook helper move dmv job train,41,0.0
pants-fire,ladi gaga announc would cover face trump get fire offic,55,0.029894396229985465
mostly-true,dan webster would forc victim rape incest bear attack child,59,0.053339820886507905
mostly-true,great lake compact loophol loophol remov water big transport remov contain gallon less,86,0.0
barely-true,america tax code hasnt updat year,33,0.0
half-true,say u sen ron johnson want put troop includ american area isi,61,0.0
half-true,rick boucher help write cap trade bill,38,0.0
false,juli govern said small busi percent lose health care percent big busi larg percentag individu health,100,0.0
mostly-true,recoveri typic postwar era would million job today,50,0.0
mostly-true,bank committ vote page bill committ minut amend understand bill came floor would reach bipartisan agreement,109,0.0
false,major student trap underperform school,38,0.0
barely-true,road construct bid come lowest modern era,41,0.0
pants-fire,say scott walker said labor union dont deserv nation holiday due damag economi holiday replac patriot day celebr everi year,123,0.0
false,alex sink want cut medicar,26,0.0
mostly-true,say mitt romney paul ryan want turn medicar voucher system,58,0.013513223703921273
true,everi famili health insur polici hidden tax subsid health care cost uninsur,75,0.0
half-true,let blame presid bush got congress sat around hand done noth spend lot money leav us trillion debt pass grandchildren,117,0.0
barely-true,say tammi baldwin opportun vote honor victim vote,49,0.0
false,campaign presid hillari clinton receiv million contribut wall street hedg fund,78,0.0
false,say obama flip flop withdraw troop iraq,39,0.0
true,feder law adopt tommi thompson watch prohibit govern negoti better price prescript drug senior citizen,102,0.0310394978929468
barely-true,jeff green king undercov credit default swap brought destruct economi right,75,0.0
true,file lawsuit rhode island reach agreement state agenc result voter regist first full month lawsuit entir previous two year report period,136,0.008605417371677082
pants-fire,foreign trade zone allow u land inhabit chine communist communist straight china set littl town live,101,0.0
false,non defen discretionari spend increa percent last two year,60,0.0
pants-fire,claim credit food tax reduct previous democrat regim refus make,63,0.0
true,two million new job creat california sinc,41,0.0
half-true,state actual lot teacher teacher union tend state done best term academ success countri,87,0.006279916478824532
true,replac old toilet water effici model save million gallon water everi day,72,0.0
false,georgia republican mismanag unemploy benefit,44,0.0
half-true,gov bob mcdonnel even creat enough job keep pace popul growth virginia,70,0.0
barely-true,would like north carolina hb like transgend bathroom legisl actual pass chamber veto,84,0.0
mostly-true,interior depart day review explor plan submit oil compani leav time appropri environ review result continu waiv,115,0.0
barely-true,say hurrican sandi atlant citi much boardwalk longer exist pillar boardwalk use,79,0.0
false,say fertil plant explod west texa inspect state texa sinc,57,0.0037979720180937315
mostly-true,say hillari clinton complet exon white hous officialinquiryon whitewat,72,0.0
mostly-true,former gov rick perri sign law feder court said actual written purpo discrimin minor voter,91,0.006593828703944982
true,feder regul requir chang georgia driver licen renew process,60,0.0
false,hillari clinton invent isi stupid polici respon isi,52,0.0
false,fifti three percent teen central fall get pregnant,50,0.0
false,say mitt romney call arizona law model nation,45,0.010186421489104647
half-true,contrari media report georgia gas tax chang led price increa pump,66,0.015245866940007291
false,sort inform commit build psychiatr build downtown cleveland,59,0.0
true,snitker virtual ignor major media,33,0.0
true,languag spoken miami dade colleg,32,0.0
barely-true,chris jacob financ men face charg one western new york largest public corrupt scheme,84,0.0
barely-true,nineti eight percent american peopl see tax go due hous health care bill,72,0.0
half-true,million american unemploy million live without health insur perhap million live poverti,87,0.0
true,capitol built slave,19,0.0
false,appli prosecutori discret immigr case,37,0.0
barely-true,say hillari clinton pledg amnesti first day plan provid obamacar social secur medicar illeg immigr break feder budget,117,0.008265282570587007
half-true,say ronald reagan behind poll go debat jimmi carter turn around day later state,79,0.003366411768680466
mostly-true,actual easier unit state get flight manifest e u nation e u nation get neighbor thank agreement u negoti secretari state,120,0.005803426769273257
mostly-true,say oregon blueberri cheaper south korea thank trade agreement,66,0.0
half-true,say hillari clinton approv rate went percent percent month,58,0.0
pants-fire,john cornyn vote twice back obama amnesti plan,46,0.0
false,barack obama fewest number adult work sinc jimmi carter presid,62,0.0
true,proud fact rai money small donor anybodi el get donat done well way,69,0.0
mostly-true,say u senat candid david perdu flip flop relea tax return,58,0.0
pants-fire,say help bring ulin compani kenosha area creat local job,56,0.0
mostly-true,half ceo say shutdown threat shutdown set back plan hire next six month,71,0.03388969612221249
true,sherrod brown fail pay tax three separ time,43,0.0
mostly-true,central fall fire depart one lowest lowest paid fire depart state entir region,78,0.0505814094114625
mostly-true,say ronald reagan understood repeat deficit start get control make deal would propo spend cut tax increa,106,0.0
barely-true,two third granit stater oppo tea parti agenda labor union,58,0.0
barely-true,sinc presid obama took offic januari feder govern issu page regul,65,0.0
half-true,peopl buy item georgia sale tax holiday boost econom activ,58,0.0
half-true,american work longer hour low wage yet almost new incom wealth go top percent,77,0.0
mostly-true,one countri ever built brand new sport facil creat kind develop time,68,0.0
barely-true,govern analysi show propo transport tax metro atlanta creat support addit new job includ job maintain year year,112,0.006455243403020616
mostly-true,say conni mack member florida deleg vote bill help nasa,55,0.0
mostly-true,u gun homicid rate time combin rate western nation,50,0.012445184827451605
false,miami dade nation highest rate tap water,40,0.0
false,say barack obama presid ever cut billion medicar,48,0.0
half-true,mccain plan economi extend georg bush tax cut billionair give billion addit corpor tax cut,90,0.0
barely-true,medic grade marijuana alonewil get patient high matter level thc cbd compound found plant,89,0.0
true,unit state oldest democraci world,33,0.005461131183623458
false,senat version health reform bill everi enroll offic personnel manag enrol plan everi enroll pay minimum per month toward reproduct right includ abort,151,0.0
mostly-true,say oversaw audit citi million franchi fee,43,0.0
half-true,togeth ad job area dane counti execut,37,0.0
mostly-true,sen rubio worst vote attend record florida senat near year,58,0.0
barely-true,sign money illeg,16,0.0
pants-fire,justic antonin scalia agr suprem court hear case whetherbarack obama elig presid,81,0.0
mostly-true,unit state america twenti sixth school perform world,52,0.0047055162839010345
true,averag person pay year rep paul ryan medicar propo,51,0.0
mostly-true,univ wisconsin system budget biggest ever,44,0.01760989055930451
true,still ten thousand miss servic member previous current conflict nation work find repatri,88,0.0
mostly-true,properti tax increa percent previous year,42,0.0
pants-fire,barack obama middl name moham covert muslim,43,0.0
true,wild bill hickok first duel town squar famili legend distant cousin mine,72,0.006547927266901454
pants-fire,new health care law elder deni care pass age limit treatment,60,0.007783258196072618
half-true,nuclear agreement iran never sunset sunset agreement,58,0.024945677737718275
false,mike morel testifi told congress reason obama bomb isisoil field theyr concern global warm,90,0.030115611032563105
true,ohio compani export good servic global state,44,0.028108468171517464
barely-true,say awho propo portray milk dairi product obstacl healthi start life,69,0.0
false,say jon runyan vote end program aid homeless veteran,52,0.0
half-true,juli lassa took hefti pay rai time peopl throughout district state lose job,81,0.003536564534965536
false,barack obama open support opposit leader raila odinga visit africa,66,0.007378069147957245
mostly-true,hispan elect statewid texa republican ticket democrat ticket,60,0.0
true,richard nixon relea tax return audit,37,0.0
mostly-true,say texa lawmak order school district test everi student respiratori system weight,82,0.011026753209068985
false,im candid governor whos roll polici far,39,0.0
false,govern spend freez,18,0.0
half-true,richard burr vote protect tax break compani ship job oversea vote tax break help work peopl,91,0.0
half-true,worker pick produc georgia field make hour,42,0.0
mostly-true,hope scholarship help turn univ system one best southeast two institut rank top public univ countri,105,0.009207080958591907
barely-true,barack obama issu decr demand everi public school allow grown men boy littl girl bathroom,90,0.0
half-true,mass shoot unit state year countri world,40,0.005771206349559521
mostly-true,say year texa legisl pass three pay increa teacher provid health insur,71,0.0
pants-fire,ronald reagan philosophi peac strength iranian relea hostag day hour reagan sworn,82,0.0
false,say gun ownership inform could record collect feder govern insur compani part feder health care law,99,0.016632236841508163
mostly-true,say sinc australia pass tough gun law homicid firearm declin almost percent,75,0.01761680801200638
half-true,obama famili lost year incom,28,0.0
true,exit poll indic democrat get percent lgbt vote feder elect,58,0.0
mostly-true,secretari state hillari clinton work hard get strong sanction iran nuclear program got russia china support,107,0.05561009783745374
barely-true,taxpay even foot bill perri trip bachelor parti las vega,56,0.0
barely-true,say iraq overrun isi hillari clinton fail renegoti status forc agreement,72,0.0
mostly-true,feder govern borrow billion everi day,37,0.0
true,connecticut fifth toughest gun control law countri includ assault weapon ban ban differ weapon,94,0.05844365893057668
false,romney ryan budget interest rate feder student loan would allow doubl,69,0.0
false,say cut billion dollar state spend two year,43,0.006776126953985218
mostly-true,obama job approv rate,21,0.0
pants-fire,rhode island didnt ratifi th amend constitut pay feder incom tax rhode island doesnt even pay feder incom tax,109,0.0
half-true,say amazon remov aneduc game gettysburg,39,0.0
pants-fire,presid barack obama polici forc mani part countri experi roll blackout,70,0.0
barely-true,say ive proven right hillari clinton radic call open border mean anyon world enter unit state without limit,107,0.0031157910877479544
false,afford care act sign million american children pre exist condit uninsur,71,0.0
true,say local texa chamber commerc grant exempt pay properti tax headquart properti,79,0.0
false,prevent care save money famili busi govern everybodi,52,0.0
half-true,gov pat mccrori took direct disast relief fund know hous bill,61,0.0
true,florida illeg immedi famili member state offici prosper legisl support spous,76,0.011842329674046859
half-true,unemploy rate among non colleg educ well doubl digit america percent percent peopl colleg degr,95,0.0
false,say scientist disput whether gay choic,38,0.0
false,proport rhode island enter substanc abus treatment primarili due marijuana use reach highest point year,103,0.0
false,say koch brother want protect tax cut compani ship job oversea,62,0.0
barely-true,say missouri democrat senat candidatejason kander attend fanci dinner countri,77,0.0
mostly-true,year ago cancer drug cost averag year month,43,0.01963300189793571
false,anybodi familiar histor data ir know rai incom tax rate like actual reduc feder revenu,87,0.0
true,million job go vacant month countri,35,0.0
half-true,everi dollar put unemploy pay back,34,0.0
mostly-true,sinc inflat adjust dollar per student fund florida state univ system general revenu drop,91,0.015141536275031675
false,kasich budget rai tax billion hit busi hard middl class even harder,68,0.0
true,romney use favor gun control said want go back reagan bush,58,0.01193468237156825
false,joe keep hear everi morn talk biggest tax increa histori mention also biggest tax cut histori health care tax richard durbin senat illinoi democrat comment morn joe show msnbc,176,0.0
barely-true,administr kick scream way sanction put place iran,49,0.022685265957874234
mostly-true,texa popul project doubl next year basic amount water remain,60,0.0
false,palin execut experi pta,23,0.0
true,last six month presid barack obama golf time held fundrai job council never met,80,0.0
false,newli creat state immigr enforc review board actual prosecut get violat jail bring attorney general,99,0.003198384214253669
mostly-true,wisconsin conceal carri permit rule demand proof state safeti train requir met render exist train certif insuffici part permit applic,133,0.0022417102903190544
mostly-true,citi atlanta million reserv,27,0.0
true,even though men compri popul hold lawmak power legislatur seat,63,0.0
mostly-true,unit state largest provid humanitarian assist displac person refug,67,0.003830140492798173
half-true,percent job creator say wisconsin head right direct,51,0.0
pants-fire,solar panel drain sun energi,28,0.0
half-true,solyndrahad robot whistl disney song im kid,43,0.0
pants-fire,say austin school district classroom lack electr outlet,55,0.0
mostly-true,singl banker ceo wall street anyon corpor america nobodi one arrest peopl brought economi,89,0.0
false,elimin essenti everi automobil would offset one volcano explod,62,0.0
barely-true,win popular vote,16,0.0
true,sinc cut posit virginia public school,37,0.0
false,presid propo budget help reduc deficit billion next decad lowest level sinc dwight eisenhow presid,99,0.0
barely-true,say mark udal decid obamacar pass obamacar vote,47,0.0
false,percent statist ofsupport background check debunk,54,0.0
true,bob barr chang posit defen marriag act year,44,0.0
false,youth unemploy roof,19,0.0
