label,statement,length,Controversial
half-true,teenag birth cost texa taxpay billion health care foster careand lost tax revenu alon,111,0.0
half-true,say made accur predict barack obama elect would encourag russia invad ukrain,115,0.0
barely-true,today rough half born christian arent vote theyr stay home,78,0.0
half-true,say donald trump campaign announc speech also said mani mexican good peopl keep leav quot,152,0.0
half-true,republican bob donovan run republican time,62,0.0
false,hedg fund manag privat equiti pay much lower tax rate incom truck driver teacher nur,138,0.0
false,still gotten terribl road p tuesday,69,0.0
barely-true,came deepwat everybodi pay project electr bill,100,0.0
barely-true,american admir glenn beck admir pope,59,0.0
half-true,due incarc two three young black men workforc today one three black men workforc,150,0.0
true,four mayb five latino serv austin citi council,65,0.0
false,person field amnesti everi person field want allow peopl illeg abl stay one form anoth,185,0.0
mostly-true,say action wisconsin properti tax today lower four year ago,100,0.0
true,democrat candid jeff green ran congress california republican,77,0.0
false,say gov rick scott approv rate,46,0.0
mostly-true,say obama administr delay health care law employ mandat affect percent american workforc,119,0.0
false,say grandpar immigr america,47,0.0
barely-true,said mother fight health insur compani treatment pre exist condit,111,0.0
mostly-true,say jeb bush oversaw averag state tuition increa percent tenur,95,0.0
true,entir state florida led nation last year prison inmat commit tax fraud,103,0.0
mostly-true,mike penc vote expand children health insur program hillari help start,105,0.0
true,state employ could pay twice much toward health care premium would still half nation averag,126,0.0
false,mickey mous regist vote florida,49,0.0
pants-fire,peopl get pat go airport secur,81,0.0
barely-true,septemb depart busi consum servic enact sudden worker compen premium assess rule littl notic public,165,0.0
mostly-true,give fact job creat sinc know mani direct job auto industri,113,0.0
barely-true,say hillari clinton ralph northam label polic racist,63,0.0
true,texan millionair,32,0.0
mostly-true,town cumberland highest bond rate histori,62,0.0
half-true,sinc februari economi lost rough million privat sector job feder govern grown job,145,0.0
mostly-true,seen life factori floor work graveyard shift ankl deep water murray ohio bicycl plant run machin loud hear yell want,236,0.0
barely-true,say dwight holton never set foot oregon courtroom,61,0.0
half-true,state medicaid expan save treasuri billion next eight year,85,0.0
pants-fire,u unemploy rate massag doctor,64,0.0
true,print bill entireti trillion nation debt result pile money would weigh aircraft carrier,151,0.0
mostly-true,eighti counti ohio auto manufactur facil,74,0.0
false,scott walker wisconsin middl class shrink faster rate state countri,113,0.0
half-true,done patriot act weve given govern enorm power weve given govern right reach deepli peopl privat live busi affair without court order,214,0.0
mostly-true,one five women militari receiv unwant sexual contact percent men,99,0.0
true,virginia spend less per student today,59,0.0
false,econom impact atlanta super bowl million,65,0.0
half-true,know former soviet bloc countri move flat tax,76,0.0
true,peopl hunt fish texa given year attend game dalla cowboy dalla maverick houston texan houston rocket combin,173,0.0
half-true,georgia legisl immigr copycat arizona immigr bill,79,0.0
barely-true,new york imam want tohav mosqu ground zero,53,0.0
false,one inaccuraci rai tax multipl time run budget absolut true one tax increa sinc ive offic quarter mill tax unincorpor area,222,0.0
barely-true,billionair tax rate low percent,54,0.0
false,profit autom traffic enforc camera go privat corpor citi state,119,0.0
mostly-true,unemploy rate lower financ crisi,75,0.0
barely-true,estim everi million spent construct generat new job,87,0.0
mostly-true,highest corpor incom tax world right,64,0.0
mostly-true,use tax cut help creat job new mexico,62,0.0
barely-true,say scott walker tri pass law allow pharmacist block women access birth control,99,0.0
mostly-true,time last year state unemploy rate exceed u averag mari burk commerc secretari,142,0.0
false,broke dont money,40,0.0
true,today ahmadinejad made light said even sure happen peopl actual die,121,0.0
barely-true,say direct shipment wine make underag drink simpl mous click,80,0.055853537770342965
barely-true,barack obama last two year number feder limousin bureaucrat increa percent,113,0.0
barely-true,obama send taxpay dollar least fund anti likud anti netanyahu group israelfor elect,129,0.0
false,u attorney wound put percent state legislatur jail seven year,111,0.04454238573459168
mostly-true,sixti percent american support legal marijuana,60,0.0
true,sinc elect scott walker given back salari counti,99,0.0
mostly-true,florida second highest foreclosur rate nation,64,0.0
true,religi liberti bill propo georgia hous repr specif exclud corpor mean legal claim religi exempt,177,0.0
mostly-true,say saudi arabia u alli paid export throughout world wahhab extrem form islam basic teach american devil,157,0.0
mostly-true,bill clinton presid biggest expan american economi sinc world war ii,92,0.0
barely-true,pass obamacar put bailout fund obamacar led effort wipe bailout fund,116,0.0
false,david dewhurst never cut one penni state budget,66,0.0
pants-fire,wisconsin gov scott walker move limit collect bargain right led riot capitol like cairo move madison day,154,0.0
mostly-true,amend insert lawmak state budget exempt scientif research state anim cruelti law,123,0.0
half-true,illeg state say simpli go cut union contract negoti legal requir involv good faith bargain,165,0.0
true,rhode island differ pension plan public worker,73,0.0
mostly-true,dave brat work democrat gov tim kain council econom advisor kain tri rai tax billion,130,0.0
half-true,women still get paid much men even work period,75,0.0
mostly-true,say hillari clinton millenni posit climat chang abort right immigr reform gay right colleg afford donald trump doesnt,175,0.0
half-true,say donald trump long histori export job oversea,64,0.0
half-true,scott walker cut million univ spend million pro basketb stadium,99,0.0
false,defen bill includ languag would requir militari hospit provid abort demand,102,0.0
false,say gov scott walker repeal law left wisconsin one five state without equal pay law protect women gender discrimin paycheck,173,0.0
true,say new jersey prison system percent african american even though state percent black,109,0.0
half-true,major countri earth doesnt guarant health care peopl right,98,0.0
true,know statist take sat second time one third peopl take sat even theyv studi get lower score first time around,202,0.0
barely-true,healthcar gov texan mark sullivan found good health insur plan includ dental less month,122,0.0
true,sen obama declar repeat reaffirm intent meet presid iran without precondit,121,0.0
mostly-true,see quarter billion dollar pension fund need fund billion,91,0.0
true,proud percent pro life vote record,59,0.0
mostly-true,american time like die gun violenc citizen civil countri,99,0.0
pants-fire,say canadian provinci prime minist came ohio medic treatment delay canadian health care would endang life,163,0.0
true,oil produc home buy rest world first time happen near year,123,0.0
true,vote mexico everi elig mexican citizen tamper proof photo id card thumbprint emboss hologram,133,0.0
false,mosqu insid pentagon,39,0.0
barely-true,would love see us countri help lead arkansa amend say believ life begin concept ought everyth world possibl protect natur conclus,246,0.0
false,went back obe rate exist back medicar system sever year could save much trillion dollar,149,0.0
half-true,domest violenc seen pre exist health condit women pay percent health care gender rate obamacar,182,0.0
false,say austin largest citi u without nonstop flight europ,78,0.0
half-true,common core educ standard,34,0.0
mostly-true,industri nation reli heavili profit medic insur industri provid basic health care,130,0.0
false,say year council seat warmer never chair vice chair led singl council committ meet,115,0.0
half-true,run u senat independ,49,0.0
true,sinc six u suprem court justic confirm elect year includ justic anthoni kennedi confirm final year reagan administr,189,0.0
pants-fire,candid governor roy barn fight hard let illeg immigr vote,88,0.0
barely-true,worker unit state make less almost year ago yet work harder,113,0.0
mostly-true,rick perri accept stimulus fund governor except governor california new york,112,0.0
mostly-true,percent pain medic prescrib unit state,71,0.0
mostly-true,state econom develop agenc walker wedc actual isnt even use fund appropri,121,0.0
half-true,say beaumont school district superintend highest paid state,83,0.0
mostly-true,violent felon buy gun internet background check question ask,95,0.0
false,say mexico afford build wall countri trade deficit america billion dollar,110,0.0
half-true,unit state account percent worldwid militari spend cold war account percent,127,0.0
true,mathemat white sox still get playoff,60,0.0
half-true,congress secur special obamacar rule prevent healthcar cost rise,87,0.0
half-true,sinc rick perri becam governor poverti rate texa increa higher nation averag,129,0.0
half-true,sinc time civil war weve made distinct countri avail abil access peopl militari versus rest us vote,192,0.0
false,say campaign relea past tax return,52,0.0
barely-true,result chris sununus vote plan parenthood contract near fewer women famili statewid access health care birth control cancer screen annual exam,196,0.0
mostly-true,say major american republican support approach deficit reduct,94,0.0
false,media wide overlook comment made former presid bill clinton hillari clinton terribl concuss took six month recov,159,0.0
false,say vote medicar part prescript drug program unfund,93,0.0
false,talk gun told posit governor fact receiv endor nra,139,0.0
barely-true,u sen bill nelson decid vote health care law,68,0.0
barely-true,say morgan carrol oppo requir convict sex offend regist onlin profil make harder track onlin sex offend child predat,164,0.0
barely-true,say adam hasner said never accept pay increa vote rai pay four time,100,0.0
barely-true,one reason social secur much troubl fund stream come peopl get wage peopl get wage declin dramat,179,0.0
false,vote got think spent averag two buck pop compar buck incumb milwauk counti execut chris abel,148,0.0
half-true,two month ago presid barack obama sign bill billion zika fund feder govern still commit million help florida,183,0.0
mostly-true,unemploy colleg educ percent unemploy colleg educ percent,142,0.0
mostly-true,latest job number wisconsin rank third midwest,65,0.0
true,first profess baseb team ohio citi,59,0.0
true,three state polit solut iraq romney,66,0.0
true,say unlik texa missouri perfect aaa credit rate,65,0.0
mostly-true,presid author kill u citizen fight foreign terrorist organ,108,0.0
half-true,white black victim dead polic shoot,63,0.0
barely-true,republican leader congress push make privat social secur key part legisl agenda win major congress fall,168,0.0
half-true,percent u gun sale occur outsid licen gun dealer,75,0.0
false,rebuild america job act would cost averag american famili year make signif impact fix infrastructur road,163,0.0
half-true,propo tax chang handout bp,41,0.0
mostly-true,medicar part far expen afford care act unlik act never budget,107,0.0
mostly-true,rhode island spend less percent averag state spend promot tourism,92,0.0
false,car crash occur year current congest columbia river bridg,90,0.0
pants-fire,say presid ronald reagan month job creation million,70,0.0
barely-true,weve exampl like yuma counti weve abl stop percent illeg immigr flow program abolish,147,0.0
half-true,cost iraq war couldv end world hunger year,72,0.0
mostly-true,make averag amount peopl wisconsin got less week tax state incom tax cut didnt show paycheck,169,0.0
barely-true,say statist realiti singl mom poor educ cant get job werent govern assist kid would starv death,182,0.0
mostly-true,bill richardson pass first law nation give nation guard soldier life insur,109,0.0
true,boston minut away offer subsidi develop charg higher rent get provid construct cost less equal result boston skylin complet domin crane,249,0.0
false,last coupl day notic sent offici ukrain jew one citi indic identifi jew,148,0.0
mostly-true,highest corpor tax rate world right,65,0.0
true,judici system underfund state abl pay percent oblig meanwhil judg get richest pension public employ,182,0.0
false,cant read speech georg washington without hear refer god almighti,98,0.0
barely-true,say jeff wentworth bend rule use campaign contribut lea luxuri car,108,0.0
false,say oregon legislatur simpli author million crc leav oregon hold bag great deal cost respon,151,0.0
mostly-true,cut properti tax senior middl class,55,0.0
false,billion earmark fiscal year,54,0.0
barely-true,eight million american drop work forc sinc barack obama becam presid real unemploy rate percent,143,0.0
false,david dewhurst leadership texa senat pass expan state tuition free health care illeg immigr,134,0.0
false,photo prove denver light rail system low ridership,60,0.0
true,rhode island alreadi get revenu per capita gambl state countri,100,0.0
true,say pack day smoker quit tax increa save year,93,0.0
barely-true,say u senat candid eric hovd problem rai tax,72,0.0
pants-fire,rick santorum say rick perri request earmark governor texa,76,0.0
pants-fire,nanci pelosi want windfal tax retir incom,55,0.0
barely-true,get practic noth compar cost keep u militari forc south korea,95,0.0
half-true,go vote ask driver licen verifi voter citizen state texa,117,0.0
half-true,law pass american told could keep current health care plan becam law administr issu regul state near half american would lose current plan,219,0.0
false,u rep stephen fincher work farmer current serv hous,84,0.0
half-true,built last nuclear plant state countri,73,0.0
false,milwauk polic firefight routin get percent rai annual everybodi el either get zero one percent rai,148,0.0
mostly-true,veteran year commit suicid serious problem,88,0.0
false,disney look build disney world came miami told disney take hike,100,0.0
true,dont understand republican idea john mccain introduc cap trade legisl three time,139,0.0
false,gov scott walker plan freez pay state employ includ percent rai,99,0.0
false,district attorney susan happ took shadi land deal man charg multipl feloni count sexual assault offer defer prosecut,179,0.0
false,wisconsin voter turn away state strict voter id law presidenti elect,114,0.0
true,dan patrick state senat vote veteran entrepreneurship program program assist veteran success start busi,176,0.0
mostly-true,tourism retir domin econom engin state,68,0.0
half-true,fewer democrat georgia general elect ballot year,96,0.0
half-true,one singl feder hous program yet need bailout surviv,93,0.0
pants-fire,sheriff call obama lynch leader meet gop senat,70,0.0
false,propo immigr legisl would give new immigr taxpay fund cellular phone,92,0.0
barely-true,pay state sen dian allen health care took away,82,0.0
false,illeg immigr mow grass around texa capitol,60,0.0
true,blueprint prosper sign law deliv billion tax relief,102,0.0
false,obama nation debt reduc everi year last five year,83,0.0
true,sinc privat economi produc million privat sector job job score republican million democrat million,148,0.0
true,law right permit compani close american factori offic move job oversea take tax deduct cost associ move job china india wherev,214,0.0
barely-true,dwi cost,20,0.0
barely-true,clinton said iran could enrich uranium said shes alway argu,96,0.0
barely-true,say rep ken legler vote instal fire sprinkler emerg power generat nur home,110,0.0
half-true,last month american stop look job found one,68,0.0
true,babi boomer retir everi day,47,0.0
false,wisconsin legislatur rai tax billion,68,0.0
mostly-true,fifti percent kid come school cant get job,58,0.0
barely-true,month deal would give iran billion billion billion economi like trillion flow unit state treasuri,168,0.0
true,american spend billion billion hour per year compli tax code,96,0.0
barely-true,tax polici georg w bush creat dynam effect high growth,75,0.0
half-true,face pension fund crisi tom barrett made tough choic smart cut scott walker pass million pension debt next generat,166,0.0
false,unemploy rate young peopl percent high percent today,101,0.0
false,public employ union spent million wisconsin unsuccess tri flip state senat democrat control,123,0.0
barely-true,say presid barack obama homeland secur budget million fight climat chang didnt line item fight violent extrem,148,0.0
false,crime record per popul u k compar violent crime per unit state,137,0.0
barely-true,presid could gotten crippl sanction iran,82,0.0
mostly-true,say major american support gay marriag,52,0.0
false,american get news facebook,56,0.06341894460342534
half-true,prenat diagnosi percent syndrom children america abort,86,0.0
mostly-true,say obama advi david plouff took larg pile cash joint ventur partner compani iran revolutionari guard,135,0.0
pants-fire,texa hous speaker joe straus said care wallac hall swing tree,86,0.0
false,one gop candid discuss theyd address rise cost colleg,92,0.0
mostly-true,state sen alberta darl vote add billion addit spend cut program educ health care,140,0.0
half-true,point reach million deport histor level presid unit state,133,0.0
false,werent illeg immigr wouldnt even big subject,72,0.0
false,million stimulus alloc wisconsin led creation ten thousand job everi corner state,131,0.0
false,langevin reliabl vote speaker pelosi,60,0.0
half-true,barack obama extend health care wound troop neglect,76,0.0
barely-true,say mitt romney clear would provid govern assist u auto compani even went bankruptci,140,0.0
half-true,rank th wage rick scott goe around countri adverti state,104,0.0
false,obama support hate crime expan potenti put church risk preach truth homosexu,125,0.0
mostly-true,employ free choic act mandat elimin secret ballot,75,0.0
half-true,rank term best worst state busi four year ago move two week ago,132,0.0
half-true,say reform effort improv perform low perform school palm beach florida,101,0.0
false,democrat budget resolut would rai america tax bill billion,78,0.0
mostly-true,commerci properti tax provid second highest countri behind detroit,92,0.0
false,barack obama want restor estat tax georg w bush repeal,78,0.0
half-true,govern subsidi renew energi wind solar time greater given gas coal time greater nuclear industri enjoy,182,0.0
false,young black male involv crimin justic system higher educ,108,0.0
mostly-true,small major american dont think like afford care act larg major american dont want away protect afford care act,188,0.0
false,greenlight pinella transport plan involv tax increa,73,0.0
mostly-true,say rick scott sign law requir mandatori ultrasound restrict access abort even case rape incest,127,0.0
mostly-true,say averag billion ad nation debt everi day,70,0.0
mostly-true,america radic speech crime,42,0.0
pants-fire,percent crime commit estim percent popul,90,0.0
half-true,say milwauk counti execut chris abel elimin sheriff offic fund provid secur presidenti presidenti campaign visit,152,0.0
mostly-true,state less employ year last year,61,0.0
half-true,say one three texa children drop high school,57,0.0
half-true,dalla texa fewer polic offic relat shoot larg citi america,98,0.0
half-true,pip fraud billion fraud,33,0.0
true,men serv afghan arm forc never driven vehicl,88,0.0
true,economi actual shrank last three month,65,0.0
mostly-true,say million peopl still suffer slaveri today,50,0.0
mostly-true,close half folk countri illeg enter legal overstay visa,101,0.0
false,suppo throw away shoe ifmercuri broken cfl light bulb get,92,0.0
false,john mccain consist pattern duck import environ vote,80,0.0
barely-true,iowa fourth fastest grow person incom unit state nation real wage decrea past eight year congressman bruce braley percent,208,0.0
half-true,tripoli jihadist today swim embassi pool,53,0.0
false,sayst cruz distribut ad show nude melania trump rug,70,0.0
mostly-true,say mitt romney support plan slowli gradual rai retir age social secur,101,0.0
mostly-true,latino nevada support educ save account help student access better school catherin cortez masto,155,0.0
half-true,say sen rob portman say ted strickland earn year lobbyist leav ohio washington,113,0.0
false,scott walker elect governor promi take campaign contribut date inaugur sign state budget broke take near million,198,0.0
half-true,houston suffer billion oper loss mayor bill white,73,0.0
mostly-true,governor state percent closest race hous histori deal like want make,167,0.0
half-true,u rep jim marshal ga refus return dirti campaign contribut u rep charl rangel n,127,0.0
true,african american countri today like net worth percent white famili,134,0.0
true,close tobacco loophol would save missouri taxpay,70,0.0
mostly-true,say vladimir putin said breakup soviet union greatest geopolit tragedi th centuri,121,0.0
barely-true,say washington reach extend even tell us kind light bulb use,85,0.0
false,health care premium percent new hampshir,52,0.0
true,hous speaker dean cannon say freshmen lawmak account one third member hous two third chamber two year less experi,171,0.0
half-true,unit state best health care deliveri system world,72,0.0
barely-true,billion barrel oil beneath ocean alaska ampl oil shale rocki mountain west democrat say american energi limit,187,0.0
false,mitt romney chose paul ryan vice presidenti run mate end romney chanc win,115,0.0
mostly-true,say mitch mcconnel push wall street bailout u senat call senat finest,115,0.0
pants-fire,congressman scott desjarlai spend one year anniversari vacat work day januari,119,0.0
pants-fire,democrat health care plan govern takeov near percent economi,95,0.0
mostly-true,cent everi dollar u spend borrow place like china,82,0.0
false,tim kain want thwart right work reform measur midwest battleground state,87,0.0
pants-fire,new virginia regul abort clinic provid sanitari environ expect dental offic,111,0.0
mostly-true,averag women make cent everi dollar men make,58,0.0
barely-true,say char crist sign nation harshest marijuana law,62,0.0
half-true,generous new england new england known genero toward welfar recipi,114,0.0
false,use line item veto author veto million dollar special interest spend budget year still smaller fiscal year budget sign predecessor,212,0.0
half-true,debt alreadi bigger economi,44,0.0
half-true,advanc democraci world make harder peopl vote,86,0.0
mostly-true,shutdown project result billion cost economi per week,84,0.0
true,say paid one dollar sweater kohl,47,0.0
false,say combin inflat unemploy rate octob highest sinc ronald reagan succeed jimmi carter,123,0.0
true,black voter turnout exceed rate white voter turnout even state strictest voter id law,122,0.0
false,say texa school massiv increa class size rick perri governor,89,0.0
false,paul workman want rai sale tax,42,0.0
false,say sen sherrod brown cast decid vote govern takeov health care,89,0.0
mostly-true,new hampshir percent democrat percent republican percent gun owner percent nra household support background check,154,0.0
pants-fire,want keep privat dont think anybodi busi want send money vet,108,0.0
barely-true,prop cheat school least million,52,0.0
false,second gentrifi zip code entir countri,67,0.0
mostly-true,percent tax filer owe incom tax,66,0.0
true,say donald trump want get rid feder minimum wage,63,0.0
mostly-true,say stop capit metro rai fare senior disabl citizen,83,0.0
mostly-true,marco rubio econom propo add trillion feder deficit,78,0.0
half-true,west virginia vote democrat nomin put georg bush last year,141,0.0
half-true,stimulus includ studi sex live femal colleg freshmen,83,0.0
barely-true,million democrat desert howard dean parti join parti donald trump ohio year,112,0.0
barely-true,sent million border mexico form texa ranger recon team,94,0.0
true,introduc donald trump former new york citi mayor rudi giuliani omit septemb strike success terrorist attack eight year presid obama elect,207,0.019607974963212094
true,first meal surfac moon holi communion,70,0.0
half-true,posit pro environ score zero yes zero leagu conserv voter last year,121,0.0
half-true,harri reid say nevada hes done unemploy percent percent hes done foreclosur rate highest foreclosur rate nation hes done bankruptci highest bankruptci rate nation,293,0.0
mostly-true,sinc case person voter fraud proven nation,79,0.0
half-true,watch news colorado horror sympathi famili rememb day american kill gunfir unnecessari tragedi,179,0.05595008995628015
half-true,work ronald reagan help elect,50,0.0
barely-true,say mitt romney flip flop support presid recoveri act,72,0.0
true,say philando castil stop polic time fatal incid,91,0.0
true,whether state privat ohio turnpik,56,0.0
half-true,tax polici center found romney would rai tax averag middl class famili pay trillion tax cut millionair billionair,174,0.0
half-true,privat prison chase escap inmat past perimet like public prison mean escap prison communiti,146,0.0
true,cost us shut govern keep open,65,0.0
mostly-true,say tim pawlenti said era small govern govern proactiv aggress,131,0.0
true,say char crist rode jet belong serial pollut histori environ violat fine near million pollut water,154,0.0
false,sign largest singl tax cut histori florida billion tax cut five year direct properti tax cut,132,0.0
mostly-true,revenu percent gdp still rang lowest ever,82,0.0
true,sort servic romney health care plan provid per state web site co pay abort,114,0.0
half-true,say sen berni sander call presid barack obama weak hes call disappoint,97,0.0
false,trump univ better busi bureau,63,0.0
mostly-true,new hampshir spent million jeb bush spent million came five came number one,108,0.0
half-true,unit state number number colleg graduat rate lead world high school dropout rate,127,0.0
false,social secur like told money year borrow general treasuri,103,0.0
pants-fire,say obama call sarah palin pig,36,0.0
mostly-true,wisconsin pension system one fulli fund countri,70,0.0
true,say tax plan senior make less per year pay incom tax,99,0.0
true,kind snowstorm happen everi year,52,0.0
false,koch brother spend money either democrat republican parti elect,113,0.0
mostly-true,say jeb bush oppo marriag equal hes said person believ gay coupl ban adopt children,134,0.0
barely-true,natalyn archibong skip atlanta citi council meet late time vote pay rai,122,0.0
pants-fire,republican back state budget state educ agenc estim expan wisconsin school voucher program could cost near billion annual,159,0.0
half-true,say abil veto give driver licen certain immigr known dreamer would havechang noth,111,0.0
pants-fire,u militari uniform manufactur china,49,0.0
true,bush tax cut help creat substanti part deficit,69,0.0
false,invest record fund protect environ,62,0.0
mostly-true,million nih dollar spent origami condom,61,0.0
barely-true,say sen sherrod brown vote keep extrem job kill intern revenu servic paperwork mandat,105,0.0
mostly-true,half illeg immigr come legal visa overstay,65,0.0
false,girl scout usa curriculum promot margaret sanger founder plan parenthood betti friedan founder naral prochoic pro abort women icon children emul,194,0.0
barely-true,sinc congress rai salari time reflect rise cost rai minimum wage three time,126,0.0
true,altern minimum tax never intend hit peopl middl incom upper middl incom meant peopl rich evad tax,155,0.0
pants-fire,aid transmit human one guy sex monkey start sex men,106,0.0
half-true,say percent republican across state vote democrat,70,0.0
barely-true,block travel countri ebola possibl presid barack obama seal israel past,126,0.0
true,averag homeown spend year energi cost either real estat tax homeown insur,134,0.0
half-true,ohioan expect pay percent insur premium obamacar take effect next year,115,0.0
half-true,georgia nation busiest court appeal decad,74,0.0
barely-true,percent employ depart educ feder level deem depart nonessenti employ,146,0.0
barely-true,recent growth clear privat sector job fine,82,0.0
pants-fire,north dakota economi reel,33,0.0
half-true,say resid texa san antonio fire deni job gay,89,0.0
false,say hillari clinton wrong say mock disabl report,67,0.0
false,say mani local govern wisconsin alreadi requir employ pay percent percent even percent health insur premium,151,0.0
mostly-true,fail civil servic encourag system make difficult fire someon even gross misconduct,132,0.0
mostly-true,mari burk compani trek bicycl make bike oversea,72,0.0
half-true,say indiana governor made record invest educ,70,0.0
half-true,presid barack obama spend drove us trillion deeper debt,69,0.0
barely-true,casey weinstein faith militari cadet want watch religi film casey weinstein su u militari su soldier,162,0.0192276520303587
false,today social secur system broke,43,0.0
barely-true,say quadrupl agent secur border,52,0.0
barely-true,say juli parrish want add sale tax everyth need buy includ food cloth medicin school suppli,128,0.0
pants-fire,say gubernatori candid clay pell hasnt spent dime adverti,73,0.0
mostly-true,poverti among american statist unchang recent year social secur,106,0.0
half-true,afford care act make famili pay doubl digit premium increa,78,0.0
mostly-true,say last decad state popul grew three time faster texa state tax system,110,0.0
mostly-true,mani uninsur american young,35,0.0
barely-true,percent peopl get minimum wage state high school student,97,0.0
barely-true,survey north carolina democrat also agr elect law voter id,96,0.0
false,say tom perriello vote give tax break foreign compani creat job china,88,0.0
false,ted cruz negoti donald trump run mate,61,0.0
true,town hall meet health care abc even allow ad oppo presid health care plan air,129,0.0
true,say texa one state inspector everi oil gas well,69,0.0
half-true,obama administr rai tax,48,0.0
half-true,boe build brand new air forc one futur presid cost control billion cancel order,137,0.0
pants-fire,peter defazio sneak percent tax bank transact,72,0.0
false,threw barbecu yesterday memori weekend percent expen last year barack obama polici led groceri go percent,181,0.0
half-true,say catherin cortez masto fail nevada rape victim attorney general thousand rape kit never sent dna analysi,136,0.0
false,say presid barack obama invit republican senat dine white hous fifth year offic,122,0.0
false,say obama new york citi day isra prime minist benjamin netanyahu went tv show instead meet,140,0.0
false,dalla proof insur ordin result area tow lot fill car illeg resid,114,0.0
half-true,u hous rule bar member wear hat session date back waiv speaker,128,0.0
barely-true,america use third easiest countri get establish busi number,97,0.0
false,public support abort actual go littl bit poll show,76,0.0
barely-true,student fla high school forc recit islam prayer make prayer rug,79,0.0
false,sayssen republican follow longstand tradit fill vacanc suprem court middl presidenti elect year,154,0.0
barely-true,took offic littl reserv,56,0.0
mostly-true,impact feder health care legisl huge georgia,79,0.0
true,legislatur pass fewest law year,56,0.0
half-true,congress budget offic econom model measur economi go forward tell us entir economi crash year comput simul cant conceiv way u economi continu,277,0.0
false,atheist countri right jew muslim hindus buddhist combin doubl,111,0.0
false,doubl distanc car go gallon gas,65,0.0
barely-true,last time saw chevrolet japan doesnt exist folk,76,0.0
pants-fire,document relea soviet union show soviet union start treat presid ronald reagan serious reagan fire air traffic control,166,0.0
barely-true,say tank rick perri feder tax plan huge tax cut rich peopl big tax hike everyon el,112,0.0
barely-true,power houston democrat sylvia garcia democrat counti commiss harri counti eli lani r wife former liber democrat mayor bob lanier sponsor democrat fundrai speaker joe straus numer democrat offici high rank union offici,286,0.0
mostly-true,say cut budget,23,0.0
half-true,georgia countri second highest number fraudul tax refund claim,79,0.0
true,big soda lot money make lot profit product market neighborhood suffer thing tri cure,165,0.0
mostly-true,say feder worker one fourth feder workforc make year,107,0.0
barely-true,weve caught iran cheat interim nuclear deal,56,0.0
true,im candid milwauk counti execut vote increa govern pension,107,0.0
mostly-true,fifth world execut behind china iran iraq saudi arabia,83,0.0
true,mccain oppo woman right choo,41,0.0
barely-true,year medicaid take half budget,57,0.0
mostly-true,texa regist voter dont kind photo id need vote,86,0.0
barely-true,say scott brown co sponsor legislationto let employ deni women coverag formammogram,92,0.0
half-true,light rail reduc congest,38,0.0
false,nazi imageri use block governor campaign describ support allan fung governor,109,0.0
half-true,elena kagan publish five scholar review articl administr law first amend articl technic procedur issu,174,0.0
barely-true,say congress budget offic said go buy polici health care exchang youll pay percent famili,182,0.0
mostly-true,russian annex crimea remov million resid ukrain provid margin victori viktor yanukovych pro moscow prime minist last elect,189,0.0
pants-fire,say man opt obamacar marketplac launch oct inform owe fine,121,0.0
pants-fire,multnomah counti food action plan clear plan disrupt free market system term food choic make harder expen mani resid eat food choic,191,0.0
false,say accord studi obama health care initi near percent peopl wisconsin health insur cost go percent,184,0.0
true,everi singl month sinc warmer histor averag warmest year record come last year,142,0.0
barely-true,four time said john mccain hero know peopl choo select piec,95,0.0
pants-fire,politifact wisconsin conclud charg justic prosser prejudg matter come court true,121,0.0
false,say unemploy ohio signif higher unemploy rate state forc union state alway way,150,0.0
mostly-true,unit state invent communiti colleg nobodi el ever done anyth like,93,0.0
pants-fire,austin mayor candid mike martinez take corpor money,61,0.0
half-true,corpor tax holiday push presid john f kennedi georg w bush brought billion dollar back unit state,135,0.0
mostly-true,say health care reform one everi three health care dollar spent billion year didnt go health care,143,0.0
barely-true,say wisconsin assembl republican vote repeal law ensur women get paid less man job,137,0.0
half-true,mani american die year dont health insur,82,0.0
mostly-true,milwauk segreg citi america,49,0.0
false,common core,15,0.0
half-true,christian coalit gave adam hasner f,48,0.0
pants-fire,eighti five percent rhode island tax return file year individu earn less,143,0.0
true,say state lawmak vote spend virtual raini day fund four time sinc fund creation,113,0.0
false,denver post actual hire editor promot pot,60,0.0
false,say southwest florida water manag district million reserv enough money save run without levi tax two year,160,0.0
half-true,john mccain began career washington lobbyist appoint navi liaison unit state senat,139,0.0
barely-true,elimin state tax health save account make easier small busi owner provid health insur employ,146,0.0
mostly-true,sinc took offic milwauk counti execut never rai bus fare year therel million rout mile five year ago,166,0.0
true,ratio corpor profit wage higher time sinc great depress,110,0.0
barely-true,say presid barack obama promi would cut deficit half instead least doubl,107,0.0
half-true,say russ feingold form polit group pay staff million,88,0.0
barely-true,say rob portman vote bipartisan bill affirm climat chang real human signif contribut need address,148,0.0
true,say state largest reduct crime also lower prison popul,98,0.0
mostly-true,today unemploy rate percent lowest five year,78,0.0
true,say democrat vote wall street bailout,78,0.0
mostly-true,california water infrastructur million peopl,81,0.0
half-true,percent work plan parenthood mammogram prevent health,96,0.0
true,al sharpton went ferguson mo declar matter fact michael brown didnt use dead forc pose dead threat offic,162,0.0
mostly-true,muslim armi useless isi isi fighter countri surround isi armi total million peopl,164,0.0
true,say carbon monoxid still employ euthan dog cat texa anim shelter,94,0.0
